team_name,opponent,startdate,match_format,ground,match_result,margin,toss,batting,runs,wickets,overs_played,runs_avg_per_over
Sri Lanka,Pakistan,1982-03-31,ODI,Karachi,lost,5 wickets,lost,1st,218.0,10.0,38.3,5.66
Pakistan,Sri Lanka,1982-03-31,ODI,Karachi,won,5 wickets,won,2nd,222.0,5.0,38.1,5.81
India,England,1982-06-02,ODI,Leeds,lost,9 wickets,lost,1st,193.0,10.0,55.0,3.5
England,India,1982-06-02,ODI,Leeds,won,9 wickets,won,2nd,194.0,1.0,50.1,3.86
England,India,1982-06-04,ODI,The Oval,won,114 runs,lost,1st,276.0,9.0,55.0,5.01
India,England,1982-06-04,ODI,The Oval,lost,114 runs,won,2nd,162.0,8.0,55.0,2.94
Pakistan,England,1982-07-17,ODI,Nottingham,lost,7 wickets,won,1st,250.0,6.0,55.0,4.54
England,Pakistan,1982-07-17,ODI,Nottingham,won,7 wickets,lost,2nd,252.0,3.0,47.1,5.34
England,Pakistan,1982-07-19,ODI,Manchester,won,73 runs,lost,1st,295.0,8.0,55.0,5.36
Pakistan,England,1982-07-19,ODI,Manchester,lost,73 runs,won,2nd,222.0,10.0,49.4,4.46
India,Sri Lanka,1982-09-12,ODI,Amritsar,won,78 runs,lost,1st,269.0,7.0,46.0,5.84
Sri Lanka,India,1982-09-12,ODI,Amritsar,lost,78 runs,won,2nd,191.0,8.0,46.0,4.15
Sri Lanka,India,1982-09-15,ODI,Delhi,lost,6 wickets,won,1st,277.0,8.0,50.0,5.54
India,Sri Lanka,1982-09-15,ODI,Delhi,won,6 wickets,lost,2nd,281.0,4.0,40.5,6.88
Pakistan,Australia,1982-09-20,ODI,Hyderabad (Sind),won,59 runs,lost,1st,229.0,6.0,40.0,5.72
Australia,Pakistan,1982-09-20,ODI,Hyderabad (Sind),lost,59 runs,won,2nd,170.0,9.0,40.0,4.25
Sri Lanka,India,1982-09-26,ODI,Bengaluru,lost,6 wickets,won,1st,233.0,8.0,50.0,4.66
India,Sri Lanka,1982-09-26,ODI,Bengaluru,won,6 wickets,lost,2nd,234.0,4.0,39.2,5.94
Pakistan,Australia,1982-10-08,ODI,Lahore,won,28 runs,lost,1st,234.0,3.0,40.0,5.85
Australia,Pakistan,1982-10-08,ODI,Lahore,lost,28 runs,won,2nd,206.0,4.0,40.0,5.15
Pakistan,India,1982-12-03,ODI,Gujranwala,won,14 runs,lost,1st,224.0,4.0,40.0,5.6
India,Pakistan,1982-12-03,ODI,Gujranwala,lost,14 runs,won,2nd,210.0,6.0,40.0,5.25
Pakistan,India,1982-12-17,ODI,Multan,won,37 runs,won,1st,263.0,2.0,40.0,6.57
India,Pakistan,1982-12-17,ODI,Multan,lost,37 runs,lost,2nd,226.0,7.0,40.0,5.65
Pakistan,India,1982-12-31,ODI,Lahore,lost,18 runs,won,1st,252.0,3.0,33.0,7.63
India,Pakistan,1982-12-31,ODI,Lahore,won,18 runs,lost,2nd,193.0,4.0,27.0,7.14
New Zealand,Australia,1983-01-09,ODI,Melbourne,lost,8 wickets,lost,1st,181.0,10.0,44.5,4.03
Australia,New Zealand,1983-01-09,ODI,Melbourne,won,8 wickets,won,2nd,182.0,2.0,46.4,3.9
Australia,England,1983-01-11,ODI,Sydney,won,31 runs,lost,1st,180.0,10.0,46.4,3.85
England,Australia,1983-01-11,ODI,Sydney,lost,31 runs,won,2nd,149.0,10.0,41.1,3.61
New Zealand,England,1983-01-13,ODI,Melbourne,won,2 runs,lost,1st,239.0,8.0,50.0,4.78
England,New Zealand,1983-01-13,ODI,Melbourne,lost,2 runs,won,2nd,237.0,8.0,50.0,4.74
England,New Zealand,1983-01-15,ODI,Brisbane,won,54 runs,lost,1st,267.0,6.0,50.0,5.34
New Zealand,England,1983-01-15,ODI,Brisbane,lost,54 runs,won,2nd,213.0,10.0,48.2,4.4
England,Australia,1983-01-16,ODI,Brisbane,lost,7 wickets,lost,1st,182.0,10.0,46.4,3.9
Australia,England,1983-01-16,ODI,Brisbane,won,7 wickets,won,2nd,184.0,3.0,41.0,4.48
New Zealand,Australia,1983-01-18,ODI,Sydney,won,47 runs,lost,1st,226.0,8.0,50.0,4.52
Australia,New Zealand,1983-01-18,ODI,Sydney,lost,47 runs,won,2nd,179.0,10.0,45.3,3.93
New Zealand,England,1983-01-20,ODI,Sydney,lost,8 wickets,won,1st,199.0,10.0,47.2,4.2
England,New Zealand,1983-01-20,ODI,Sydney,won,8 wickets,lost,2nd,200.0,2.0,42.4,4.68
India,Pakistan,1983-01-21,ODI,Karachi,lost,8 wickets,won,1st,197.0,6.0,40.0,4.92
Pakistan,India,1983-01-21,ODI,Karachi,won,8 wickets,lost,2nd,198.0,2.0,35.0,5.65
New Zealand,Australia,1983-01-22,ODI,Melbourne,won,58 runs,lost,1st,246.0,6.0,50.0,4.92
Australia,New Zealand,1983-01-22,ODI,Melbourne,lost,58 runs,won,2nd,188.0,10.0,44.1,4.25
England,Australia,1983-01-23,ODI,Melbourne,lost,5 wickets,lost,1st,213.0,5.0,37.0,5.75
Australia,England,1983-01-23,ODI,Melbourne,won,5 wickets,won,2nd,217.0,5.0,34.4,6.25
England,Australia,1983-01-26,ODI,Sydney,won,98 runs,won,1st,207.0,10.0,41.0,5.04
Australia,England,1983-01-26,ODI,Sydney,lost,98 runs,lost,2nd,109.0,10.0,27.3,3.96
England,New Zealand,1983-01-29,ODI,Adelaide,lost,4 wickets,won,1st,296.0,5.0,50.0,5.92
New Zealand,England,1983-01-29,ODI,Adelaide,won,4 wickets,lost,2nd,297.0,6.0,48.5,6.08
England,Australia,1983-01-30,ODI,Adelaide,won,14 runs,won,1st,228.0,6.0,47.0,4.85
Australia,England,1983-01-30,ODI,Adelaide,lost,14 runs,lost,2nd,214.0,7.0,47.0,4.55
New Zealand,Australia,1983-01-31,ODI,Adelaide,won,47 runs,won,1st,200.0,9.0,50.0,4.0
Australia,New Zealand,1983-01-31,ODI,Adelaide,lost,47 runs,lost,2nd,153.0,10.0,44.0,3.47
England,New Zealand,1983-02-05,ODI,W.A.C.A,lost,7 wickets,lost,1st,88.0,7.0,23.0,3.82
New Zealand,England,1983-02-05,ODI,W.A.C.A,won,7 wickets,won,2nd,89.0,3.0,20.3,4.34
Australia,New Zealand,1983-02-06,ODI,W.A.C.A,won,27 runs,lost,1st,191.0,9.0,50.0,3.82
New Zealand,Australia,1983-02-06,ODI,W.A.C.A,lost,27 runs,won,2nd,164.0,10.0,44.5,3.65
New Zealand,Australia,1983-02-09,ODI,Sydney,lost,6 wickets,won,1st,193.0,7.0,49.0,3.93
Australia,New Zealand,1983-02-09,ODI,Sydney,won,6 wickets,lost,2nd,155.0,4.0,33.1,4.67
Australia,New Zealand,1983-02-13,ODI,Melbourne,won,149 runs,won,1st,302.0,8.0,50.0,6.04
New Zealand,Australia,1983-02-13,ODI,Melbourne,lost,149 runs,lost,2nd,153.0,10.0,39.5,3.84
England,New Zealand,1983-02-19,ODI,Auckland,lost,6 wickets,won,1st,184.0,9.0,50.0,3.68
New Zealand,England,1983-02-19,ODI,Auckland,won,6 wickets,lost,2nd,187.0,4.0,46.3,4.02
New Zealand,England,1983-02-23,ODI,Wellington,won,103 runs,lost,1st,295.0,6.0,50.0,5.9
England,New Zealand,1983-02-23,ODI,Wellington,lost,103 runs,won,2nd,192.0,10.0,44.5,4.28
New Zealand,England,1983-02-26,ODI,Christchurch,won,84 runs,won,1st,211.0,8.0,50.0,4.22
England,New Zealand,1983-02-26,ODI,Christchurch,lost,84 runs,lost,2nd,127.0,10.0,40.1,3.16
New Zealand,Sri Lanka,1983-03-02,ODI,Dunedin,won,65 runs,lost,1st,183.0,8.0,50.0,3.66
Sri Lanka,New Zealand,1983-03-02,ODI,Dunedin,lost,65 runs,won,2nd,118.0,9.0,50.0,2.36
West Indies,India,1983-03-09,ODI,Port of Spain,won,52 runs,lost,1st,215.0,4.0,38.5,5.53
India,West Indies,1983-03-09,ODI,Port of Spain,lost,52 runs,won,2nd,163.0,7.0,39.0,4.17
New Zealand,Australia,1983-03-17,ODI,Sydney,won,14 runs,lost,1st,138.0,8.0,35.0,3.94
Australia,New Zealand,1983-03-17,ODI,Sydney,lost,14 runs,won,2nd,124.0,10.0,34.0,3.64
Sri Lanka,New Zealand,1983-03-19,ODI,Napier,lost,7 wickets,lost,1st,167.0,8.0,50.0,3.34
New Zealand,Sri Lanka,1983-03-19,ODI,Napier,won,7 wickets,won,2nd,168.0,3.0,36.4,4.58
New Zealand,Sri Lanka,1983-03-20,ODI,Auckland,won,116 runs,won,1st,304.0,5.0,50.0,6.08
Sri Lanka,New Zealand,1983-03-20,ODI,Auckland,lost,116 runs,lost,2nd,188.0,6.0,50.0,3.76
India,West Indies,1983-03-29,ODI,Albion,won,27 runs,lost,1st,282.0,5.0,47.0,6.0
West Indies,India,1983-03-29,ODI,Albion,lost,27 runs,won,2nd,255.0,9.0,47.0,5.42
Australia,Sri Lanka,1983-04-13,ODI,Colombo (PSS),lost,2 wickets,won,1st,168.0,9.0,45.0,3.73
Sri Lanka,Australia,1983-04-13,ODI,Colombo (PSS),won,2 wickets,lost,2nd,169.0,8.0,44.1,3.82
Australia,Sri Lanka,1983-04-16,ODI,Colombo (PSS),lost,4 wickets,lost,1st,207.0,5.0,45.0,4.6
Sri Lanka,Australia,1983-04-16,ODI,Colombo (PSS),won,4 wickets,won,2nd,213.0,6.0,43.2,4.91
England,New Zealand,1983-06-09,ODI,The Oval,won,106 runs,won,1st,322.0,6.0,60.0,5.36
New Zealand,England,1983-06-09,ODI,The Oval,lost,106 runs,lost,2nd,216.0,10.0,59.0,3.66
Pakistan,Sri Lanka,1983-06-09,ODI,Swansea,won,50 runs,lost,1st,338.0,5.0,60.0,5.63
Sri Lanka,Pakistan,1983-06-09,ODI,Swansea,lost,50 runs,won,2nd,288.0,9.0,60.0,4.8
Zimbabwe,Australia,1983-06-09,ODI,Nottingham,won,13 runs,lost,1st,239.0,6.0,60.0,3.98
Australia,Zimbabwe,1983-06-09,ODI,Nottingham,lost,13 runs,won,2nd,226.0,7.0,60.0,3.76
India,West Indies,1983-06-09,ODI,Manchester,won,34 runs,lost,1st,262.0,8.0,60.0,4.36
West Indies,India,1983-06-09,ODI,Manchester,lost,34 runs,won,2nd,228.0,10.0,54.1,4.2
England,Sri Lanka,1983-06-11,ODI,Taunton,won,47 runs,won,1st,333.0,9.0,60.0,5.55
Sri Lanka,England,1983-06-11,ODI,Taunton,lost,47 runs,lost,2nd,286.0,10.0,58.0,4.93
New Zealand,Pakistan,1983-06-11,ODI,Birmingham,won,52 runs,lost,1st,238.0,9.0,60.0,3.96
Pakistan,New Zealand,1983-06-11,ODI,Birmingham,lost,52 runs,won,2nd,186.0,10.0,55.2,3.36
West Indies,Australia,1983-06-11,ODI,Leeds,won,101 runs,lost,1st,252.0,9.0,60.0,4.2
Australia,West Indies,1983-06-11,ODI,Leeds,lost,101 runs,won,2nd,151.0,10.0,30.3,4.95
Zimbabwe,India,1983-06-11,ODI,Leicester,lost,5 wickets,lost,1st,155.0,10.0,51.4,3.0
India,Zimbabwe,1983-06-11,ODI,Leicester,won,5 wickets,won,2nd,157.0,5.0,37.3,4.18
Sri Lanka,New Zealand,1983-06-13,ODI,Bristol,lost,5 wickets,lost,1st,206.0,10.0,56.1,3.66
New Zealand,Sri Lanka,1983-06-13,ODI,Bristol,won,5 wickets,won,2nd,209.0,5.0,39.2,5.31
Australia,India,1983-06-13,ODI,Nottingham,won,162 runs,won,1st,320.0,9.0,60.0,5.33
India,Australia,1983-06-13,ODI,Nottingham,lost,162 runs,lost,2nd,158.0,10.0,37.5,4.17
Zimbabwe,West Indies,1983-06-13,ODI,Worcester,lost,8 wickets,lost,1st,217.0,7.0,60.0,3.61
West Indies,Zimbabwe,1983-06-13,ODI,Worcester,won,8 wickets,won,2nd,218.0,2.0,48.3,4.49
England,New Zealand,1983-06-15,ODI,Birmingham,lost,2 wickets,won,1st,234.0,10.0,55.2,4.22
New Zealand,England,1983-06-15,ODI,Birmingham,won,2 wickets,lost,2nd,238.0,8.0,59.5,3.97
West Indies,India,1983-06-15,ODI,The Oval,won,66 runs,won,1st,282.0,9.0,60.0,4.7
India,West Indies,1983-06-15,ODI,The Oval,lost,66 runs,lost,2nd,216.0,10.0,53.1,4.06
Pakistan,Sri Lanka,1983-06-16,ODI,Leeds,won,11 runs,lost,1st,235.0,7.0,60.0,3.91
Sri Lanka,Pakistan,1983-06-16,ODI,Leeds,lost,11 runs,won,2nd,224.0,10.0,58.3,3.82
Australia,Zimbabwe,1983-06-16,ODI,Southampton,won,32 runs,won,1st,272.0,7.0,60.0,4.53
Zimbabwe,Australia,1983-06-16,ODI,Southampton,lost,32 runs,lost,2nd,240.0,10.0,59.5,4.01
Pakistan,England,1983-06-18,ODI,Manchester,lost,7 wickets,won,1st,232.0,8.0,60.0,3.86
England,Pakistan,1983-06-18,ODI,Manchester,won,7 wickets,lost,2nd,233.0,3.0,57.2,4.06
New Zealand,Sri Lanka,1983-06-18,ODI,Derby,lost,3 wickets,lost,1st,181.0,10.0,58.2,3.1
Sri Lanka,New Zealand,1983-06-18,ODI,Derby,won,3 wickets,won,2nd,184.0,7.0,52.5,3.48
India,Zimbabwe,1983-06-18,ODI,Tunbridge Wells,won,31 runs,won,1st,266.0,8.0,60.0,4.43
Zimbabwe,India,1983-06-18,ODI,Tunbridge Wells,lost,31 runs,lost,2nd,235.0,10.0,57.0,4.12
Sri Lanka,England,1983-06-20,ODI,Leeds,lost,9 wickets,lost,1st,136.0,10.0,50.4,2.68
England,Sri Lanka,1983-06-20,ODI,Leeds,won,9 wickets,won,2nd,137.0,1.0,24.1,5.66
Pakistan,New Zealand,1983-06-20,ODI,Nottingham,won,11 runs,won,1st,261.0,3.0,60.0,4.35
New Zealand,Pakistan,1983-06-20,ODI,Nottingham,lost,11 runs,lost,2nd,250.0,10.0,59.1,4.22
India,Australia,1983-06-20,ODI,Chelmsford,won,118 runs,won,1st,247.0,10.0,55.5,4.42
Australia,India,1983-06-20,ODI,Chelmsford,lost,118 runs,lost,2nd,129.0,10.0,38.2,3.36
Zimbabwe,West Indies,1983-06-20,ODI,Birmingham,lost,10 wickets,won,1st,171.0,10.0,60.0,2.85
West Indies,Zimbabwe,1983-06-20,ODI,Birmingham,won,10 wickets,lost,2nd,172.0,0.0,45.1,3.8
England,India,1983-06-22,ODI,Manchester,lost,6 wickets,won,1st,213.0,10.0,60.0,3.55
India,England,1983-06-22,ODI,Manchester,won,6 wickets,lost,2nd,217.0,4.0,54.4,3.96
Pakistan,West Indies,1983-06-22,ODI,The Oval,lost,8 wickets,lost,1st,184.0,8.0,60.0,3.06
West Indies,Pakistan,1983-06-22,ODI,The Oval,won,8 wickets,won,2nd,188.0,2.0,48.4,3.86
Pakistan,India,1983-09-10,ODI,Hyderabad (Deccan),lost,4 wickets,lost,1st,151.0,8.0,46.0,3.28
India,Pakistan,1983-09-10,ODI,Hyderabad (Deccan),won,4 wickets,won,2nd,152.0,6.0,43.0,3.53
Pakistan,India,1983-10-02,ODI,Jaipur,lost,4 wickets,lost,1st,166.0,9.0,46.0,3.6
India,Pakistan,1983-10-02,ODI,Jaipur,won,4 wickets,won,2nd,169.0,6.0,40.4,4.15
India,West Indies,1983-10-13,ODI,Srinagar,lost,28 runs,lost,1st,176.0,10.0,41.2,4.25
West Indies,India,1983-10-13,ODI,Srinagar,won,28 runs,won,2nd,108.0,0.0,22.4,4.76
India,West Indies,1983-11-09,ODI,Vadodara,lost,4 wickets,won,1st,214.0,6.0,49.0,4.36
West Indies,India,1983-11-09,ODI,Vadodara,won,4 wickets,lost,2nd,217.0,6.0,47.5,4.53
India,West Indies,1983-12-01,ODI,Indore,lost,8 wickets,won,1st,240.0,7.0,47.0,5.1
West Indies,India,1983-12-01,ODI,Indore,won,8 wickets,lost,2nd,241.0,2.0,45.2,5.31
West Indies,India,1983-12-07,ODI,Jamshedpur,won,104 runs,lost,1st,333.0,8.0,45.0,7.4
India,West Indies,1983-12-07,ODI,Jamshedpur,lost,104 runs,won,2nd,229.0,5.0,45.0,5.08
India,West Indies,1983-12-17,ODI,Guwahati,lost,6 wickets,lost,1st,178.0,7.0,44.0,4.04
West Indies,India,1983-12-17,ODI,Guwahati,won,6 wickets,won,2nd,182.0,4.0,41.4,4.36
West Indies,Australia,1984-01-08,ODI,Melbourne,won,27 runs,won,1st,221.0,7.0,50.0,4.42
Australia,West Indies,1984-01-08,ODI,Melbourne,lost,27 runs,lost,2nd,194.0,10.0,46.0,4.21
Australia,Pakistan,1984-01-10,ODI,Sydney,won,34 runs,lost,1st,264.0,8.0,50.0,5.28
Pakistan,Australia,1984-01-10,ODI,Sydney,lost,34 runs,won,2nd,230.0,9.0,50.0,4.6
Pakistan,West Indies,1984-01-12,ODI,Melbourne,won,97 runs,won,1st,208.0,8.0,50.0,4.16
West Indies,Pakistan,1984-01-12,ODI,Melbourne,lost,97 runs,lost,2nd,111.0,10.0,41.4,2.66
Pakistan,West Indies,1984-01-14,ODI,Brisbane,lost,5 wickets,won,1st,174.0,9.0,50.0,3.48
West Indies,Pakistan,1984-01-14,ODI,Brisbane,won,5 wickets,lost,2nd,175.0,5.0,40.2,4.33
West Indies,Australia,1984-01-17,ODI,Sydney,won,28 runs,won,1st,223.0,7.0,49.0,4.55
Australia,West Indies,1984-01-17,ODI,Sydney,lost,28 runs,lost,2nd,195.0,9.0,49.0,3.97
England,India,2007-09-02,ODI,Leeds,lost,38 runs,won,2nd,242.0,8.0,39.0,6.2
Pakistan,West Indies,1984-01-19,ODI,Sydney,lost,5 wickets,won,1st,184.0,8.0,50.0,3.68
West Indies,Pakistan,1984-01-19,ODI,Sydney,won,5 wickets,lost,2nd,185.0,5.0,48.3,3.81
Australia,Pakistan,1984-01-21,ODI,Melbourne,won,43 runs,won,1st,209.0,8.0,50.0,4.18
Pakistan,Australia,1984-01-21,ODI,Melbourne,lost,43 runs,lost,2nd,166.0,10.0,45.0,3.68
West Indies,Australia,1984-01-22,ODI,Melbourne,won,26 runs,won,1st,252.0,6.0,50.0,5.04
Australia,West Indies,1984-01-22,ODI,Melbourne,lost,26 runs,lost,2nd,226.0,10.0,49.5,4.53
Australia,Pakistan,1984-01-25,ODI,Sydney,won,87 runs,won,1st,244.0,8.0,50.0,4.88
Pakistan,Australia,1984-01-25,ODI,Sydney,lost,87 runs,lost,2nd,157.0,10.0,47.2,3.31
Pakistan,West Indies,1984-01-28,ODI,Adelaide,lost,1 wickets,won,1st,177.0,8.0,50.0,3.54
West Indies,Pakistan,1984-01-28,ODI,Adelaide,won,1 wickets,lost,2nd,180.0,9.0,49.1,3.66
Australia,West Indies,1984-01-29,ODI,Adelaide,lost,6 wickets,won,1st,165.0,7.0,50.0,3.3
West Indies,Australia,1984-01-29,ODI,Adelaide,won,6 wickets,lost,2nd,169.0,4.0,45.1,3.74
Australia,Pakistan,1984-01-30,ODI,Adelaide,won,70 runs,won,1st,210.0,8.0,50.0,4.2
Pakistan,Australia,1984-01-30,ODI,Adelaide,lost,70 runs,lost,2nd,140.0,10.0,45.2,3.08
Pakistan,West Indies,1984-02-04,ODI,W.A.C.A,lost,7 wickets,won,1st,182.0,7.0,50.0,3.64
West Indies,Pakistan,1984-02-04,ODI,W.A.C.A,won,7 wickets,lost,2nd,183.0,3.0,45.0,4.06
Australia,West Indies,1984-02-05,ODI,W.A.C.A,won,14 runs,won,1st,211.0,8.0,50.0,4.22
West Indies,Australia,1984-02-05,ODI,W.A.C.A,lost,14 runs,lost,2nd,197.0,10.0,43.3,4.52
Australia,West Indies,1984-02-08,ODI,Sydney,lost,9 wickets,lost,1st,160.0,10.0,44.4,3.58
West Indies,Australia,1984-02-08,ODI,Sydney,won,9 wickets,won,2nd,161.0,1.0,43.1,3.72
West Indies,Australia,1984-02-11,ODI,Melbourne,tied,-,won,1st,222.0,5.0,50.0,4.44
Australia,West Indies,1984-02-11,ODI,Melbourne,tied,-,lost,2nd,222.0,9.0,50.0,4.44
Australia,West Indies,1984-02-12,ODI,Melbourne,lost,6 wickets,won,1st,212.0,8.0,50.0,4.24
West Indies,Australia,1984-02-12,ODI,Melbourne,won,6 wickets,lost,2nd,213.0,4.0,45.3,4.68
England,New Zealand,1984-02-18,ODI,Christchurch,won,54 runs,lost,1st,188.0,9.0,50.0,3.76
New Zealand,England,1984-02-18,ODI,Christchurch,lost,54 runs,won,2nd,134.0,10.0,42.1,3.17
New Zealand,England,1984-02-22,ODI,Wellington,lost,6 wickets,won,1st,135.0,10.0,47.1,2.86
England,New Zealand,1984-02-22,ODI,Wellington,won,6 wickets,lost,2nd,139.0,4.0,45.1,3.07
England,New Zealand,1984-02-25,ODI,Auckland,lost,7 wickets,won,1st,209.0,9.0,50.0,4.18
New Zealand,England,1984-02-25,ODI,Auckland,won,7 wickets,lost,2nd,210.0,3.0,45.3,4.61
Australia,West Indies,1984-02-29,ODI,Albion,lost,8 wickets,won,1st,231.0,5.0,50.0,4.62
West Indies,Australia,1984-02-29,ODI,Albion,won,8 wickets,lost,2nd,233.0,2.0,48.0,4.85
New Zealand,Sri Lanka,1984-03-03,ODI,Colombo (SSC),won,104 runs,lost,1st,234.0,6.0,42.0,5.57
Sri Lanka,New Zealand,1984-03-03,ODI,Colombo (SSC),lost,104 runs,won,2nd,130.0,10.0,37.3,3.46
England,Pakistan,1984-03-09,ODI,Lahore,lost,6 wickets,lost,1st,184.0,8.0,40.0,4.6
Pakistan,England,1984-03-09,ODI,Lahore,won,6 wickets,won,2nd,187.0,4.0,38.4,4.83
West Indies,Australia,1984-03-14,ODI,Port of Spain,lost,4 wickets,lost,1st,190.0,6.0,37.0,5.13
Australia,West Indies,1984-03-14,ODI,Port of Spain,won,4 wickets,won,2nd,194.0,6.0,36.4,5.29
Pakistan,England,1984-03-26,ODI,Karachi,lost,6 wickets,lost,1st,163.0,8.0,40.0,4.07
England,Pakistan,1984-03-26,ODI,Karachi,won,6 wickets,won,2nd,164.0,4.0,38.4,4.24
Sri Lanka,New Zealand,1984-03-31,ODI,Moratuwa,won,41 runs,lost,1st,157.0,8.0,40.0,3.92
New Zealand,Sri Lanka,1984-03-31,ODI,Moratuwa,lost,41 runs,won,2nd,116.0,10.0,34.0,3.41
New Zealand,Sri Lanka,1984-04-01,ODI,Colombo (PSS),won,86 runs,lost,1st,201.0,8.0,44.0,4.56
Sri Lanka,New Zealand,1984-04-01,ODI,Colombo (PSS),lost,86 runs,won,2nd,115.0,10.0,38.1,3.01
Pakistan,Sri Lanka,1984-04-06,ODI,Sharjah,lost,5 wickets,lost,1st,187.0,9.0,46.0,4.06
Sri Lanka,Pakistan,1984-04-06,ODI,Sharjah,won,5 wickets,won,2nd,190.0,5.0,43.3,4.36
Sri Lanka,India,1984-04-08,ODI,Sharjah,lost,10 wickets,lost,1st,96.0,10.0,41.0,2.34
India,Sri Lanka,1984-04-08,ODI,Sharjah,won,10 wickets,won,2nd,97.0,0.0,21.4,4.47
India,Pakistan,1984-04-13,ODI,Sharjah,won,54 runs,won,1st,188.0,4.0,46.0,4.08
Pakistan,India,1984-04-13,ODI,Sharjah,lost,54 runs,lost,2nd,134.0,10.0,39.4,3.37
Australia,West Indies,1984-04-19,ODI,Castries,lost,7 wickets,lost,1st,206.0,9.0,45.0,4.57
West Indies,Australia,1984-04-19,ODI,Castries,won,7 wickets,won,2nd,208.0,3.0,41.4,4.99
Australia,West Indies,1984-04-26,ODI,Kingston,lost,9 wickets,lost,1st,209.0,7.0,50.0,4.18
West Indies,Australia,1984-04-26,ODI,Kingston,won,9 wickets,won,2nd,211.0,1.0,47.4,4.42
West Indies,England,1984-05-31,ODI,Manchester,won,104 runs,won,1st,272.0,9.0,55.0,4.94
England,West Indies,1984-05-31,ODI,Manchester,lost,104 runs,lost,2nd,168.0,10.0,50.0,3.36
West Indies,England,1984-06-02,ODI,Nottingham,lost,3 wickets,lost,1st,179.0,10.0,48.3,3.69
England,West Indies,1984-06-02,ODI,Nottingham,won,3 wickets,won,2nd,180.0,7.0,47.5,3.76
Australia,India,1984-09-28,ODI,New Delhi,won,48 runs,won,1st,220.0,9.0,48.0,4.58
India,Australia,1984-09-28,ODI,New Delhi,lost,48 runs,lost,2nd,172.0,10.0,40.5,4.21
India,Australia,1984-10-05,ODI,Ahmedabad,lost,7 wickets,lost,1st,206.0,6.0,46.0,4.47
Australia,India,1984-10-05,ODI,Ahmedabad,won,7 wickets,won,2nd,210.0,3.0,43.5,4.79
India,Australia,1984-10-06,ODI,Indore,lost,6 wickets,lost,1st,235.0,5.0,44.0,5.34
Australia,India,1984-10-06,ODI,Indore,won,6 wickets,won,2nd,236.0,4.0,40.1,5.87
Pakistan,India,1984-10-12,ODI,Quetta,won,46 runs,lost,1st,199.0,7.0,40.0,4.97
India,Pakistan,1984-10-12,ODI,Quetta,lost,46 runs,won,2nd,153.0,10.0,37.1,4.11
New Zealand,Sri Lanka,1984-11-03,ODI,Colombo (PSS),lost,4 wickets,won,1st,171.0,6.0,45.0,3.8
Sri Lanka,New Zealand,1984-11-03,ODI,Colombo (PSS),won,4 wickets,lost,2nd,174.0,6.0,39.4,4.38
Sri Lanka,New Zealand,1984-11-04,ODI,Moratuwa,lost,7 wickets,lost,1st,114.0,9.0,41.0,2.78
New Zealand,Sri Lanka,1984-11-04,ODI,Moratuwa,won,7 wickets,won,2nd,118.0,3.0,31.4,3.72
Pakistan,New Zealand,1984-11-12,ODI,Peshawar,won,46 runs,lost,1st,191.0,5.0,39.0,4.89
New Zealand,Pakistan,1984-11-12,ODI,Peshawar,lost,46 runs,won,2nd,145.0,10.0,36.2,3.99
Pakistan,New Zealand,1984-11-23,ODI,Faisalabad,won,5 runs,lost,1st,157.0,5.0,20.0,7.85
New Zealand,Pakistan,1984-11-23,ODI,Faisalabad,lost,5 runs,won,2nd,152.0,7.0,20.0,7.6
New Zealand,Pakistan,1984-12-02,ODI,Sialkot,won,34 runs,lost,1st,187.0,9.0,36.0,5.19
Pakistan,New Zealand,1984-12-02,ODI,Sialkot,lost,34 runs,won,2nd,153.0,8.0,36.0,4.25
England,India,1984-12-05,ODI,Pune,won,4 wickets,won,2nd,215.0,6.0,43.2,4.96
New Zealand,Pakistan,1984-12-07,ODI,Multan,lost,1 wickets,won,1st,213.0,8.0,35.0,6.08
Pakistan,New Zealand,1984-12-07,ODI,Multan,won,1 wickets,lost,2nd,214.0,9.0,35.0,6.11
India,England,1984-12-27,ODI,Cuttack,lost,1 runs,lost,1st,252.0,5.0,49.0,5.14
England,India,1984-12-27,ODI,Cuttack,won,1 runs,won,2nd,241.0,6.0,46.0,5.23
Australia,West Indies,1985-01-06,ODI,Melbourne,lost,7 wickets,lost,1st,240.0,6.0,50.0,4.8
West Indies,Australia,1985-01-06,ODI,Melbourne,won,7 wickets,won,2nd,241.0,3.0,44.5,5.37
Sri Lanka,Australia,1985-01-08,ODI,Sydney,lost,6 wickets,won,1st,239.0,7.0,49.0,4.87
Australia,Sri Lanka,1985-01-08,ODI,Sydney,won,6 wickets,lost,2nd,240.0,4.0,46.2,5.17
Sri Lanka,West Indies,1985-01-10,ODI,Hobart,lost,8 wickets,lost,1st,197.0,7.0,50.0,3.94
West Indies,Sri Lanka,1985-01-10,ODI,Hobart,won,8 wickets,won,2nd,198.0,2.0,40.4,4.86
New Zealand,Pakistan,1985-01-12,ODI,Napier,won,110 runs,won,1st,277.0,6.0,50.0,5.54
Pakistan,New Zealand,1985-01-12,ODI,Napier,lost,110 runs,lost,2nd,167.0,9.0,50.0,3.34
West Indies,Sri Lanka,1985-01-12,ODI,Brisbane,won,90 runs,lost,1st,270.0,6.0,50.0,5.4
